holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,hour,weekday,month
,278.28,0.0,0.0,1,Mist,7,Monday,March
,281.8,0.0,0.0,1,Clear,9,Monday,March
,287.29,0.0,0.0,40,Clouds,11,Monday,March
,290.15,0.0,0.0,40,Clouds,12,Monday,March
,290.08,0.0,0.0,90,Clouds,15,Monday,March
,289.29,0.0,0.0,90,Clouds,17,Monday,March
,287.87,0.0,0.0,90,Clouds,19,Monday,March
,286.79,0.0,0.0,90,Clouds,21,Monday,March
,286.51,0.0,0.0,1,Clear,23,Monday,March
,286.15,0.0,0.0,1,Clear,0,Tuesday,March
,285.36,0.0,0.0,1,Clear,2,Tuesday,March
,285.15,0.0,0.0,75,Clouds,4,Tuesday,March
,285.94,0.0,0.0,75,Mist,6,Tuesday,March
,286.68,0.0,0.0,90,Clouds,8,Tuesday,March
,289.29,0.0,0.0,75,Clouds,10,Tuesday,March
,291.5,0.0,0.0,90,Clouds,12,Tuesday,March
,293.22,0.0,0.0,1,Clear,14,Tuesday,March
,292.46,0.0,0.0,40,Clouds,16,Tuesday,March
,285.16,0.0,0.0,90,Clouds,18,Tuesday,March
,281.61,0.0,0.0,90,Clouds,20,Tuesday,March
,279.37,0.0,0.0,90,Clouds,22,Tuesday,March
,277.75,0.0,0.0,90,Mist,0,Wednesday,March
,276.65,0.0,0.0,90,Mist,2,Wednesday,March
,275.93,0.0,0.0,90,Mist,4,Wednesday,March
,275.35,0.0,0.0,90,Mist,6,Wednesday,March
,275.43,0.0,0.0,90,Drizzle,8,Wednesday,March
,275.43,0.0,0.0,90,Mist,8,Wednesday,March
,275.43,0.0,0.0,90,Fog,8,Wednesday,March
,276.01,0.0,0.0,90,Drizzle,10,Wednesday,March
,276.01,0.0,0.0,90,Mist,10,Wednesday,March
,276.01,0.0,0.0,90,Rain,10,Wednesday,March
,276.79,0.0,0.0,90,Mist,12,Wednesday,March
,277.79,0.0,0.0,90,Mist,14,Wednesday,March
,278.01,0.0,0.0,90,Mist,16,Wednesday,March
,276.94,0.0,0.0,90,Rain,18,Wednesday,March
,276.94,0.0,0.0,90,Drizzle,18,Wednesday,March
,276.94,0.0,0.0,90,Mist,18,Wednesday,March
,276.44,0.0,0.0,90,Drizzle,20,Wednesday,March
,276.44,0.0,0.0,90,Mist,20,Wednesday,March
,276.0,0.0,0.0,90,Rain,22,Wednesday,March
,276.0,0.0,0.0,90,Mist,22,Wednesday,March
,275.72,0.0,0.0,90,Clouds,0,Thursday,March
,274.82,0.0,0.0,90,Mist,2,Thursday,March
,274.35,0.0,0.0,90,Mist,4,Thursday,March
,274.08,0.0,0.0,90,Mist,6,Thursday,March
,273.82,0.0,0.0,90,Mist,8,Thursday,March
,274.42,0.0,0.0,90,Clouds,10,Thursday,March
,275.65,0.0,0.0,90,Haze,12,Thursday,March
,277.22,0.0,0.0,1,Clear,13,Thursday,March
,278.72,0.0,0.0,1,Clear,14,Thursday,March
,280.15,0.0,0.0,1,Clear,16,Thursday,March
,280.88,0.0,0.0,1,Clear,18,Thursday,March
,275.65,0.0,0.0,5,Clear,20,Thursday,March
,273.15,0.0,0.0,1,Clear,22,Thursday,March
,271.93,0.0,0.0,1,Mist,23,Thursday,March
,271.75,0.0,0.0,1,Mist,0,Friday,March
,271.79,0.0,0.0,1,Mist,1,Friday,March
,270.82,0.0,0.0,1,Mist,3,Friday,March
,270.68,0.0,0.0,1,Mist,5,Friday,March
,271.75,0.0,0.0,1,Mist,6,Friday,March
,272.72,0.0,0.0,1,Mist,7,Friday,March
,275.79,0.0,0.0,1,Mist,9,Friday,March
,280.92,0.0,0.0,1,Clear,11,Friday,March
,285.79,0.0,0.0,1,Clear,12,Friday,March
,288.15,0.0,0.0,1,Clear,14,Friday,March
,290.58,0.0,0.0,1,Clear,16,Friday,March
,290.51,0.0,0.0,1,Clear,18,Friday,March
,287.15,0.0,0.0,5,Clear,20,Friday,March
,286.36,0.0,0.0,1,Clear,22,Friday,March
,285.65,0.0,0.0,1,Clear,23,Friday,March
,285.22,0.0,0.0,1,Clear,1,Saturday,March
,283.35,0.0,0.0,1,Clear,2,Saturday,March
,283.29,0.0,0.0,1,Clear,3,Saturday,March
,282.15,0.0,0.0,1,Clear,5,Saturday,March
,279.96,0.0,0.0,1,Clear,7,Saturday,March
,283.64,0.0,0.0,5,Clear,8,Saturday,March
,288.3,0.0,0.0,1,Clear,10,Saturday,March
,290.93,0.0,0.0,1,Clear,12,Saturday,March
,292.14,0.0,0.0,40,Clouds,13,Saturday,March
,292.62,0.0,0.0,1,Clear,14,Saturday,March
,293.65,0.0,0.0,1,Clear,16,Saturday,March
,291.15,0.0,0.0,75,Clouds,18,Saturday,March
,286.82,0.0,0.0,1,Clear,20,Saturday,March
,283.87,0.0,0.0,1,Clear,21,Saturday,March
,282.75,0.0,0.0,1,Clear,22,Saturday,March
,283.46,0.0,0.0,1,Clear,23,Saturday,March
,282.5,0.0,0.0,1,Clear,0,Sunday,March
,282.29,0.0,0.0,1,Clear,1,Sunday,March
,282.15,0.0,0.0,1,Drizzle,4,Sunday,March
,282.15,0.0,0.0,1,Rain,5,Sunday,March
,282.15,0.0,0.0,1,Drizzle,5,Sunday,March
,281.55,0.0,0.0,40,Rain,7,Sunday,March
,281.55,0.0,0.0,40,Drizzle,7,Sunday,March
,281.62,0.0,0.0,75,Rain,8,Sunday,March
,281.62,0.0,0.0,75,Mist,8,Sunday,March
,282.58,0.0,0.0,90,Rain,9,Sunday,March
,283.61,0.0,0.0,90,Clouds,10,Sunday,March
,284.37,0.0,0.0,90,Clouds,11,Sunday,March
,284.93,0.0,0.0,90,Clouds,12,Sunday,March
,285.15,0.0,0.0,90,Clouds,13,Sunday,March
,285.28,0.0,0.0,90,Clouds,15,Sunday,March
,284.82,0.0,0.0,90,Clouds,17,Sunday,March
,284.62,0.0,0.0,90,Clouds,19,Sunday,March
,284.15,0.0,0.0,90,Drizzle,21,Sunday,March
,284.15,0.0,0.0,90,Rain,21,Sunday,March
,283.72,0.0,0.0,75,Rain,22,Sunday,March
,283.72,0.0,0.0,75,Fog,22,Sunday,March
,283.72,0.0,0.0,75,Mist,22,Sunday,March
,283.43,0.0,0.0,90,Mist,0,Monday,March
,283.43,0.0,0.0,90,Fog,0,Monday,March
,283.43,0.0,0.0,90,Drizzle,0,Monday,March
,283.08,0.0,0.0,90,Rain,2,Monday,March
,283.08,0.0,0.0,90,Fog,2,Monday,March
,283.08,0.0,0.0,90,Mist,2,Monday,March
,283.08,0.0,0.0,90,Drizzle,2,Monday,March
,282.5,0.0,0.0,90,Drizzle,4,Monday,March
,282.5,0.0,0.0,90,Mist,4,Monday,March
,282.5,0.0,0.0,90,Fog,4,Monday,March
,282.5,0.0,0.0,90,Rain,4,Monday,March
,282.22,0.0,0.0,90,Drizzle,5,Monday,March
,282.22,0.0,0.0,90,Mist,5,Monday,March
,282.22,0.0,0.0,90,Rain,5,Monday,March
,282.22,0.0,0.0,90,Fog,5,Monday,March
,281.93,0.0,0.0,90,Mist,8,Monday,March
,281.93,0.0,0.0,90,Fog,8,Monday,March
,281.93,0.0,0.0,90,Drizzle,8,Monday,March
,281.93,0.0,0.0,90,Rain,8,Monday,March
,282.36,0.0,0.0,90,Mist,9,Monday,March
,282.36,0.0,0.0,90,Fog,9,Monday,March
,282.86,0.0,0.0,90,Mist,10,Monday,March
,282.86,0.0,0.0,90,Fog,10,Monday,March
,283.65,0.0,0.0,90,Mist,12,Monday,March
,284.84,0.0,0.0,90,Mist,13,Monday,March
,284.84,0.0,0.0,90,Haze,13,Monday,March
,285.94,0.0,0.0,90,Haze,15,Monday,March
,285.94,0.0,0.0,90,Mist,15,Monday,March
,286.87,0.0,0.0,90,Haze,17,Monday,March
,286.87,0.0,0.0,90,Mist,17,Monday,March
,286.38,0.0,0.0,90,Haze,19,Monday,March
,286.38,0.0,0.0,90,Mist,19,Monday,March
,285.79,0.0,0.0,90,Mist,21,Monday,March
,285.22,0.0,0.0,75,Mist,23,Monday,March
,284.86,0.0,0.0,40,Mist,0,Tuesday,March
,284.93,0.0,0.0,1,Mist,1,Tuesday,March
,285.01,0.0,0.0,1,Mist,3,Tuesday,March
,285.08,0.0,0.0,90,Mist,5,Tuesday,March
,285.08,0.0,0.0,90,Rain,5,Tuesday,March
,284.86,0.0,0.0,90,Mist,6,Tuesday,March
,284.86,0.0,0.0,90,Rain,6,Tuesday,March
,284.86,0.0,0.0,90,Drizzle,6,Tuesday,March
,284.36,0.0,0.0,90,Rain,8,Tuesday,March
,284.36,0.0,0.0,90,Mist,8,Tuesday,March
,284.36,0.0,0.0,90,Drizzle,8,Tuesday,March
,284.36,0.0,0.0,90,Rain,9,Tuesday,March
,284.36,0.0,0.0,90,Mist,9,Tuesday,March
,284.58,0.0,0.0,90,Mist,10,Tuesday,March
,284.58,0.0,0.0,90,Rain,10,Tuesday,March
,284.58,0.0,0.0,90,Drizzle,10,Tuesday,March
,284.48,0.0,0.0,90,Mist,11,Tuesday,March
,284.48,0.0,0.0,90,Rain,11,Tuesday,March
,284.74,0.0,0.0,90,Rain,12,Tuesday,March
,284.74,0.0,0.0,90,Drizzle,12,Tuesday,March
,284.68,0.0,0.0,90,Drizzle,13,Tuesday,March
,284.68,0.0,0.0,90,Rain,13,Tuesday,March
,284.8,0.0,0.0,90,Rain,16,Tuesday,March
,284.8,0.0,0.0,90,Mist,16,Tuesday,March
,283.51,0.0,0.0,90,Rain,18,Tuesday,March
,283.51,0.0,0.0,90,Mist,18,Tuesday,March
,283.51,0.0,0.0,90,Drizzle,18,Tuesday,March
,282.58,0.0,0.0,75,Rain,20,Tuesday,March
,282.58,0.0,0.0,75,Mist,20,Tuesday,March
,282.01,0.0,0.0,90,Rain,21,Tuesday,March
,282.01,0.0,0.0,90,Drizzle,21,Tuesday,March
,281.79,0.0,0.0,90,Rain,22,Tuesday,March
,281.79,0.0,0.0,90,Drizzle,22,Tuesday,March
,281.22,0.0,0.0,90,Rain,23,Tuesday,March
,280.79,0.0,0.0,90,Rain,0,Wednesday,March
,280.79,0.0,0.0,90,Drizzle,0,Wednesday,March
,280.36,0.0,0.0,90,Rain,1,Wednesday,March
,280.36,0.0,0.0,90,Drizzle,1,Wednesday,March
,279.72,0.0,0.0,90,Rain,2,Wednesday,March
,279.22,0.0,0.0,90,Rain,4,Wednesday,March
,278.22,0.0,0.0,90,Rain,5,Wednesday,March
,278.22,0.0,0.0,90,Drizzle,5,Wednesday,March
,278.29,0.0,0.0,75,Rain,6,Wednesday,March
,278.29,0.0,0.0,75,Drizzle,6,Wednesday,March
,278.02,0.0,0.0,90,Rain,7,Wednesday,March
,277.66,0.0,0.0,90,Drizzle,9,Wednesday,March
,278.43,0.0,0.0,90,Clouds,10,Wednesday,March
,278.65,0.0,0.0,75,Clouds,11,Wednesday,March
,279.5,0.0,0.0,90,Clouds,12,Wednesday,March
,280.8,0.0,0.0,75,Clouds,13,Wednesday,March
,280.44,0.0,0.0,90,Clouds,16,Wednesday,March
,279.8,0.0,0.0,90,Clouds,18,Wednesday,March
,279.29,0.0,0.0,90,Clouds,20,Wednesday,March
,278.51,0.0,0.0,90,Clouds,21,Wednesday,March
,278.5,0.0,0.0,1,Clear,22,Wednesday,March
,278.36,0.0,0.0,90,Rain,23,Wednesday,March
,278.0,0.0,0.0,90,Rain,0,Thursday,March
,278.0,0.0,0.0,90,Drizzle,0,Thursday,March
,277.43,0.0,0.0,90,Rain,1,Thursday,March
,277.43,0.0,0.0,90,Drizzle,1,Thursday,March
,276.49,0.0,0.0,90,Rain,2,Thursday,March
,276.49,0.0,0.0,90,Drizzle,2,Thursday,March
,275.82,0.0,0.0,90,Snow,3,Thursday,March
,275.82,0.0,0.0,90,Rain,3,Thursday,March
,275.22,0.0,0.0,90,Rain,4,Thursday,March
,274.86,0.0,0.0,40,Snow,5,Thursday,March
,274.86,0.0,0.0,40,Rain,5,Thursday,March
,275.01,0.0,0.0,1,Clear,6,Thursday,March
,274.61,0.0,0.0,1,Clear,7,Thursday,March
,274.86,0.0,0.0,1,Clear,8,Thursday,March
,276.22,0.0,0.0,90,Clouds,9,Thursday,March
,277.36,0.0,0.0,90,Clouds,11,Thursday,March
,277.38,0.0,0.0,90,Snow,12,Thursday,March
,277.22,0.0,0.0,90,Snow,13,Thursday,March
,277.22,0.0,0.0,90,Rain,13,Thursday,March
,277.15,0.0,0.0,90,Clouds,14,Thursday,March
,276.94,0.0,0.0,90,Clouds,16,Thursday,March
,276.03,0.0,0.0,90,Clouds,17,Thursday,March
,276.07,0.0,0.0,90,Rain,18,Thursday,March
,276.07,0.0,0.0,90,Snow,18,Thursday,March
,275.58,0.0,0.0,90,Snow,19,Thursday,March
,275.31,0.0,0.0,75,Snow,20,Thursday,March
,275.15,0.0,0.0,90,Snow,21,Thursday,March
,274.55,0.0,0.0,90,Snow,22,Thursday,March
,274.08,0.0,0.0,90,Snow,23,Thursday,March
,273.55,0.0,0.0,90,Snow,0,Friday,March
,273.36,0.0,0.0,90,Clouds,1,Friday,March
,273.39,0.0,0.0,90,Rain,2,Friday,March
,273.39,0.0,0.0,90,Snow,2,Friday,March
,273.35,0.0,0.0,90,Clouds,3,Friday,March
,273.28,0.0,0.0,90,Clouds,4,Friday,March
,273.08,0.0,0.0,90,Clouds,5,Friday,March
,272.95,0.0,0.0,90,Clouds,6,Friday,March
,272.69,0.0,0.0,90,Clouds,7,Friday,March
,272.51,0.0,0.0,90,Snow,8,Friday,March
,273.61,0.0,0.0,90,Mist,10,Friday,March
,273.58,0.0,0.0,90,Mist,11,Friday,March
,274.15,0.0,0.0,36,Snow,12,Friday,March
,274.49,0.0,0.0,90,Snow,13,Friday,March
,274.69,0.0,0.0,90,Snow,15,Friday,March
,274.75,0.0,0.0,90,Rain,17,Friday,March
,274.75,0.0,0.0,90,Snow,17,Friday,March
,274.37,0.0,0.0,90,Snow,18,Friday,March
,274.37,0.0,0.0,90,Rain,18,Friday,March
,273.58,0.0,0.0,90,Snow,21,Friday,March
,273.58,0.0,0.0,90,Mist,21,Friday,March
,272.8,0.0,0.0,90,Snow,22,Friday,March
,272.44,0.0,0.0,90,Snow,23,Friday,March
,272.44,0.0,0.0,90,Mist,23,Friday,March
,271.51,0.0,0.0,90,Snow,0,Saturday,March
,271.51,0.0,0.0,90,Mist,0,Saturday,March
,271.22,0.0,0.0,90,Snow,1,Saturday,March
,271.22,0.0,0.0,90,Mist,1,Saturday,March
,271.15,0.0,0.0,90,Snow,2,Saturday,March
,270.68,0.0,0.0,90,Snow,3,Saturday,March
,270.55,0.0,0.0,90,Snow,4,Saturday,March
,270.55,0.0,0.0,90,Mist,4,Saturday,March
,270.37,0.0,0.0,90,Mist,5,Saturday,March
,270.37,0.0,0.0,90,Snow,5,Saturday,March
,270.62,0.0,0.0,90,Snow,7,Saturday,March
,270.62,0.0,0.0,90,Mist,7,Saturday,March
,270.79,0.0,0.0,90,Snow,8,Saturday,March
,271.35,0.0,0.0,90,Snow,9,Saturday,March
,271.95,0.0,0.0,90,Snow,10,Saturday,March
,272.55,0.0,0.0,90,Snow,11,Saturday,March
,273.95,0.0,0.0,90,Snow,12,Saturday,March
,274.82,0.0,0.0,90,Clouds,13,Saturday,March
,276.02,0.0,0.0,90,Clouds,14,Saturday,March
,276.82,0.0,0.0,90,Clouds,16,Saturday,March
,277.44,0.0,0.0,75,Clouds,18,Saturday,March
,276.22,0.0,0.0,90,Clouds,19,Saturday,March
,273.51,0.0,0.0,1,Clear,23,Saturday,March
,271.41,0.0,0.0,90,Clouds,2,Sunday,March
,269.79,0.0,0.0,1,Clear,5,Sunday,March
,270.22,0.0,0.0,1,Clear,6,Sunday,March
,269.94,0.0,0.0,1,Clear,8,Sunday,March
,273.01,0.0,0.0,1,Clear,9,Sunday,March
,274.58,0.0,0.0,1,Clear,10,Sunday,March
,275.95,0.0,0.0,90,Clouds,11,Sunday,March
,277.07,0.0,0.0,75,Clouds,13,Sunday,March
,277.95,0.0,0.0,75,Clouds,14,Sunday,March
,278.68,0.0,0.0,40,Clouds,17,Sunday,March
,278.15,0.0,0.0,1,Clear,19,Sunday,March
,275.58,0.0,0.0,1,Clear,20,Sunday,March
,274.41,0.0,0.0,1,Clear,21,Sunday,March
,273.79,0.0,0.0,1,Clear,23,Sunday,March
,272.62,0.0,0.0,1,Clear,0,Monday,March
,271.95,0.0,0.0,1,Clear,1,Monday,March
,271.35,0.0,0.0,1,Clear,2,Monday,March
,270.95,0.0,0.0,1,Clear,3,Monday,March
,270.68,0.0,0.0,1,Clear,4,Monday,March
,269.62,0.0,0.0,1,Clear,6,Monday,March
,269.22,0.0,0.0,1,Clear,7,Monday,March
,271.15,0.0,0.0,1,Clear,8,Monday,March
,275.69,0.0,0.0,1,Clear,10,Monday,March
,276.94,0.0,0.0,1,Clear,11,Monday,March
,278.84,0.0,0.0,90,Clouds,13,Monday,March
,281.51,0.0,0.0,90,Clouds,14,Monday,March
,282.43,0.0,0.0,1,Clear,15,Monday,March
,283.51,0.0,0.0,1,Clear,17,Monday,March
,283.44,0.0,0.0,1,Clear,19,Monday,March
,281.46,0.0,0.0,75,Clouds,21,Monday,March
,279.55,0.0,0.0,1,Clear,22,Monday,March
,279.15,0.0,0.0,1,Clear,23,Monday,March
,278.58,0.0,0.0,1,Clear,0,Tuesday,March
,278.22,0.0,0.0,1,Clear,1,Tuesday,March
,278.29,0.0,0.0,1,Clear,2,Tuesday,March
,277.48,0.0,0.0,40,Clouds,4,Tuesday,March
,276.93,0.0,0.0,1,Clear,6,Tuesday,March
,276.15,0.0,0.0,1,Clear,8,Tuesday,March
,278.08,0.0,0.0,40,Clouds,9,Tuesday,March
,278.16,0.0,0.0,40,Clouds,10,Tuesday,March
,281.15,0.0,0.0,1,Clear,11,Tuesday,March
,282.94,0.0,0.0,1,Clear,12,Tuesday,March
,283.94,0.0,0.0,1,Clear,13,Tuesday,March
,284.3,0.0,0.0,90,Clouds,15,Tuesday,March
,284.3,0.0,0.0,1,Clear,17,Tuesday,March
,280.94,0.0,0.0,1,Clear,19,Tuesday,March
,276.63,0.0,0.0,40,Clouds,20,Tuesday,March
,274.94,0.0,0.0,1,Clear,23,Tuesday,March
,274.01,0.0,0.0,1,Clear,0,Wednesday,March
,273.88,0.0,0.0,90,Clouds,1,Wednesday,March
,274.02,0.0,0.0,90,Clouds,2,Wednesday,March
,274.3,0.0,0.0,90,Clouds,4,Wednesday,March
,273.95,0.0,0.0,75,Clouds,5,Wednesday,March
,273.65,0.0,0.0,90,Clouds,6,Wednesday,March
,273.73,0.0,0.0,90,Clouds,7,Wednesday,March
,273.94,0.0,0.0,90,Clouds,9,Wednesday,March
,274.62,0.0,0.0,90,Snow,10,Wednesday,March
,274.46,0.0,0.0,90,Snow,11,Wednesday,March
,274.5,0.0,0.0,90,Snow,12,Wednesday,March
,274.5,0.0,0.0,90,Mist,12,Wednesday,March
,274.48,0.0,0.0,90,Snow,14,Wednesday,March
,274.48,0.0,0.0,90,Mist,14,Wednesday,March
,273.94,0.0,0.0,90,Snow,16,Wednesday,March
,273.94,0.0,0.0,90,Mist,16,Wednesday,March
,273.94,0.0,0.0,90,Fog,16,Wednesday,March
,273.47,0.0,0.0,90,Snow,18,Wednesday,March
,273.47,0.0,0.0,90,Fog,18,Wednesday,March
,273.21,0.0,0.0,90,Snow,19,Wednesday,March
,273.21,0.0,0.0,90,Mist,19,Wednesday,March
,273.01,0.0,0.0,75,Snow,22,Wednesday,March
,273.0,0.0,0.0,1,Clear,23,Wednesday,March
,272.86,0.0,0.0,1,Snow,0,Thursday,March
,272.55,0.0,0.0,1,Clear,1,Thursday,March
,272.35,0.0,0.0,40,Clouds,2,Thursday,March
,272.08,0.0,0.0,1,Snow,3,Thursday,March
,272.01,0.0,0.0,1,Snow,5,Thursday,March
,271.42,0.0,0.0,1,Clear,7,Thursday,March
,271.51,0.0,0.0,1,Clear,9,Thursday,March
,273.48,0.0,0.0,40,Clouds,10,Thursday,March
,274.72,0.0,0.0,1,Clear,11,Thursday,March
,276.47,0.0,0.0,1,Clear,13,Thursday,March
,279.76,0.0,0.0,5,Clear,15,Thursday,March
,280.61,0.0,0.0,1,Clear,17,Thursday,March
,279.95,0.0,0.0,5,Clear,18,Thursday,March
,276.09,0.0,0.0,5,Clear,21,Thursday,March
,273.09,0.0,0.0,1,Clear,22,Thursday,March
,272.22,0.0,0.0,1,Clear,23,Thursday,March
,271.23,0.0,0.0,1,Clear,0,Friday,March
,271.58,0.0,0.0,1,Clear,1,Friday,March
,271.29,0.0,0.0,1,Clear,2,Friday,March
,271.08,0.0,0.0,1,Clear,3,Friday,March
,270.84,0.0,0.0,1,Clear,5,Friday,March
,270.58,0.0,0.0,1,Clear,6,Friday,March
,270.81,0.0,0.0,1,Haze,7,Friday,March
,271.69,0.0,0.0,1,Clear,8,Friday,March
,274.14,0.0,0.0,1,Clear,9,Friday,March
,276.41,0.0,0.0,1,Clear,10,Friday,March
,278.22,0.0,0.0,1,Clear,12,Friday,March
,280.48,0.0,0.0,1,Clear,13,Friday,March
,281.21,0.0,0.0,90,Clouds,14,Friday,March
,281.55,0.0,0.0,75,Clouds,17,Friday,March
,280.48,0.0,0.0,90,Rain,19,Friday,March
,278.94,0.0,0.0,90,Rain,21,Friday,March
,278.94,0.0,0.0,90,Drizzle,21,Friday,March
,278.58,0.0,0.0,90,Drizzle,23,Friday,March
,278.58,0.0,0.0,90,Drizzle,0,Saturday,March
,278.58,0.0,0.0,90,Rain,0,Saturday,March
,278.58,0.0,0.0,90,Drizzle,2,Saturday,March
,278.58,0.0,0.0,90,Rain,2,Saturday,March
,278.15,0.0,0.0,90,Mist,4,Saturday,March
,278.15,0.0,0.0,90,Drizzle,4,Saturday,March
,277.86,0.0,0.0,75,Drizzle,5,Saturday,March
,277.86,0.0,0.0,75,Rain,5,Saturday,March
,277.87,0.0,0.0,90,Rain,8,Saturday,March
,277.87,0.0,0.0,90,Drizzle,8,Saturday,March
,278.51,0.0,0.0,90,Rain,10,Saturday,March
,278.51,0.0,0.0,90,Mist,10,Saturday,March
,280.3,0.0,0.0,90,Mist,11,Saturday,March
,280.87,0.0,0.0,90,Drizzle,13,Saturday,March
,281.38,0.0,0.0,90,Rain,15,Saturday,March
,280.81,0.0,0.0,90,Rain,17,Saturday,March
,280.81,0.0,0.0,90,Drizzle,17,Saturday,March
,279.23,0.0,0.0,90,Rain,19,Saturday,March
,279.23,0.0,0.0,90,Mist,19,Saturday,March
,279.23,0.0,0.0,90,Drizzle,19,Saturday,March
,278.6,0.0,0.0,90,Rain,21,Saturday,March
,278.6,0.0,0.0,90,Mist,21,Saturday,March
,278.6,0.0,0.0,90,Drizzle,21,Saturday,March
,277.87,0.0,0.0,90,Rain,23,Saturday,March
,277.87,0.0,0.0,90,Mist,23,Saturday,March
,277.87,0.0,0.0,90,Drizzle,23,Saturday,March
,277.58,0.0,0.0,90,Rain,0,Sunday,March
,277.58,0.0,0.0,90,Drizzle,0,Sunday,March
,277.58,0.0,0.0,90,Mist,0,Sunday,March
,277.44,0.0,0.0,90,Rain,1,Sunday,March
,277.44,0.0,0.0,90,Mist,1,Sunday,March
,277.44,0.0,0.0,90,Drizzle,1,Sunday,March
,277.16,0.0,0.0,90,Mist,3,Sunday,March
,277.16,0.0,0.0,90,Rain,3,Sunday,March
,277.16,0.0,0.0,90,Drizzle,3,Sunday,March
,276.8,0.0,0.0,90,Rain,4,Sunday,March
,276.8,0.0,0.0,90,Mist,4,Sunday,March
,276.8,0.0,0.0,90,Drizzle,4,Sunday,March
,276.51,0.0,0.0,90,Rain,5,Sunday,March
,276.51,0.0,0.0,90,Mist,5,Sunday,March
,275.65,0.0,0.0,90,Rain,6,Sunday,March
,275.65,0.0,0.0,90,Drizzle,6,Sunday,March
,275.65,0.0,0.0,90,Snow,6,Sunday,March
,275.22,0.0,0.0,90,Rain,8,Sunday,March
,275.22,0.0,0.0,90,Snow,8,Sunday,March
,275.22,0.0,0.0,90,Drizzle,8,Sunday,March
,275.58,0.0,0.0,90,Mist,9,Sunday,March
,275.87,0.0,0.0,90,Clouds,10,Sunday,March
,276.58,0.0,0.0,90,Clouds,12,Sunday,March
,277.3,0.0,0.0,90,Clouds,13,Sunday,March
,278.0,0.0,0.0,90,Clouds,15,Sunday,March
,278.65,0.0,0.0,90,Clouds,17,Sunday,March
,278.54,0.0,0.0,1,Clear,19,Sunday,March
,276.37,0.0,0.0,1,Clear,20,Sunday,March
,273.49,0.0,0.0,1,Clear,22,Sunday,March
,272.28,0.0,0.0,1,Mist,0,Monday,March
,271.55,0.0,0.0,1,Clear,1,Monday,March
,271.29,0.0,0.0,1,Mist,2,Monday,March
,271.29,0.0,0.0,1,Fog,2,Monday,March
,271.15,0.0,0.0,1,Mist,3,Monday,March
,271.15,0.0,0.0,1,Fog,3,Monday,March
,271.14,0.0,0.0,90,Fog,5,Monday,March
,271.14,0.0,0.0,90,Mist,5,Monday,March
,272.08,0.0,0.0,90,Fog,6,Monday,March
,272.61,0.0,0.0,90,Clouds,7,Monday,March
,274.15,0.0,0.0,1,Clear,9,Monday,March
,279.28,0.0,0.0,75,Clouds,10,Monday,March
,281.14,0.0,0.0,75,Clouds,12,Monday,March
,284.5,0.0,0.0,1,Clear,13,Monday,March
,285.86,0.0,0.0,1,Clear,15,Monday,March
,287.01,0.0,0.0,1,Clear,17,Monday,March
,286.86,0.0,0.0,5,Clear,19,Monday,March
,282.3,0.0,0.0,1,Clear,21,Monday,March
,278.08,0.0,0.0,1,Clear,22,Monday,March
,277.43,0.0,0.0,1,Clear,0,Tuesday,March
,277.35,0.0,0.0,1,Clear,1,Tuesday,March
,277.21,0.0,0.0,1,Clear,3,Tuesday,March
,277.5,0.0,0.0,1,Clear,4,Tuesday,March
,277.71,0.0,0.0,1,Clear,5,Tuesday,March
,277.94,0.0,0.0,1,Clear,6,Tuesday,March
,277.93,0.0,0.0,1,Clear,7,Tuesday,March
,279.93,0.0,0.0,1,Clear,8,Tuesday,March
,282.44,0.0,0.0,1,Clear,9,Tuesday,March
,284.68,0.0,0.0,75,Clouds,10,Tuesday,March
,286.68,0.0,0.0,1,Clear,12,Tuesday,March
,290.22,0.0,0.0,40,Clouds,13,Tuesday,March
,290.61,0.0,0.0,1,Clear,14,Tuesday,March
,290.68,0.0,0.0,40,Clouds,16,Tuesday,March
,289.69,0.0,0.0,90,Clouds,18,Tuesday,March
,286.92,0.0,0.0,90,Thunderstorm,20,Tuesday,March
,285.86,0.0,0.0,40,Thunderstorm,22,Tuesday,March
,282.62,0.0,0.0,90,Rain,0,Wednesday,March
,282.62,0.0,0.0,90,Drizzle,0,Wednesday,March
,280.72,0.0,0.0,90,Rain,2,Wednesday,March
,280.72,0.0,0.0,90,Mist,2,Wednesday,March
,280.36,0.0,0.0,90,Rain,4,Wednesday,March
,280.36,0.0,0.0,90,Drizzle,4,Wednesday,March
,280.08,0.0,0.0,90,Rain,6,Wednesday,March
,280.08,0.0,0.0,90,Drizzle,6,Wednesday,March
,279.72,0.0,0.0,90,Rain,8,Wednesday,March
,279.72,0.0,0.0,90,Mist,8,Wednesday,March
,279.72,0.0,0.0,90,Drizzle,8,Wednesday,March
,279.51,0.0,0.0,90,Rain,10,Wednesday,March
,279.51,0.0,0.0,90,Mist,10,Wednesday,March
,279.51,0.0,0.0,90,Drizzle,10,Wednesday,March
,279.65,0.0,0.0,90,Drizzle,11,Wednesday,March
,279.65,0.0,0.0,90,Mist,11,Wednesday,March
,279.65,0.0,0.0,90,Rain,11,Wednesday,March
,279.84,0.0,0.0,90,Drizzle,12,Wednesday,March
,279.84,0.0,0.0,90,Rain,12,Wednesday,March
,279.84,0.0,0.0,90,Mist,12,Wednesday,March
